"ViolentCrimesPerPop","state","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctIlleg","NumInShelters","PctPopUnderPov","NumStreet"
"366",0.45,18,0.41,0.44,0.47,0.65,0.49,0.14,0.37,0.01
"367",0.32,42,0.23,0.35,0.56,0.4,0.45,0.13,0.51,0
"368",0.14,48,0.01,0.23,0.35,0.21,0.12,0,0.9,0
"369",0.09,48,0.12,0.22,1,0.49,0.24,0,1,0
"370",0.07,29,0.08,0.59,0.33,0.6,0.1,0,0.07,0
"371",0.6,48,0.7,0.3,0.36,0.52,0.47,0,0.58,0.01
"372",0.18,13,0.31,0.81,0.6,0.72,0.23,0,0.16,0.02
"373",0.03,55,0.01,0.78,0.36,0.88,0.16,0,0.07,0
"374",0.04,33,0.01,0.79,0.36,0.77,0.11,0,0.06,0
"375",0.51,13,0.46,0.5,0.44,0.6,0.64,0.02,0.49,0
"376",0.83,6,0.01,0.53,0.29,0.29,0.08,0,0.06,0
"377",0.02,9,0.02,0.68,0.34,0.58,0.05,0,0.05,0
"378",0.08,49,0.01,0.42,0.27,0.61,0.16,0,0.31,0
"379",0.26,34,0.77,0.6,0.52,0.49,0.61,0.01,0.21,0
"380",0.23,45,0.3,0.59,0.33,0.57,0.45,0,0.24,0
"381",0.49,42,0.19,0.39,0.56,0.42,0.72,0.1,0.51,0
"382",0.03,47,0.22,0.67,0.28,0.34,0.24,0,0.16,0
"383",0.04,34,0.06,0.64,0.38,0.57,0.08,0,0.05,0
"384",0.15,8,0.01,0.41,0.86,0.93,0.18,0.04,0.49,0
"385",0.54,34,0.39,0.45,0.62,0.43,0.73,0.04,0.42,0.1
"386",0.31,48,0.46,0.34,0.6,0.88,0.45,0,0.45,0
"387",0.39,6,0.19,0.38,0.86,0.48,0.31,0,0.18,0
"388",0.43,48,0.25,0.36,0.31,0.49,0.23,0,0.36,0
"389",0.5,6,0.27,0.63,0.32,0.39,0.26,0,0.21,0
"390",0.03,39,0.02,0.62,0.29,0.58,0.1,0,0.08,0
"391",0.08,6,0,0.38,0.34,0.22,0.05,0,0.09,0
"392",0.04,53,0.09,0.61,0.19,0.34,0.07,0,0.21,0
"393",0.22,37,0.52,0.6,0.24,0.44,0.25,0.01,0.31,0
"394",0.58,48,0.26,0.49,0.4,0.42,0.23,0.01,0.49,0
"395",0.01,48,0.01,0.7,0.18,0.26,0.03,0,0.02,0
"396",0.1,16,0,0.46,0.28,0.68,0.08,0,0.29,0
"397",0.39,48,0,0.19,0.53,0.09,0.35,0.02,1,0.01
"398",0.09,42,0.13,0.6,0.52,0.59,0.22,0,0.13,0
"399",0.18,51,0.42,0.49,0.67,0.67,0.54,0.01,0.32,0.14
"400",0.8,12,0.28,0,0.21,0.24,0.33,0,0.42,0
"401",1,39,0.35,0.28,0.49,0.41,0.38,0.02,0.47,0
"402",0.4,55,0.59,0.42,0.69,0.45,0.98,0.3,0.59,0.12
"403",0.05,22,0.41,0.34,0.41,0.47,0.24,0,0.55,0
"404",0.21,48,0.2,0.34,0.39,0.11,0.24,0,0.51,0
"405",0.68,6,0.05,0.35,0.35,0.34,0.24,0.01,0.51,0
"406",0.32,4,0.09,0.35,0.47,0.19,0.44,0,0.75,0.08
"407",0.2,27,0.02,0.58,0.42,0.66,0.28,0,0.22,0
"408",0.62,8,0.06,0.41,0.39,0.4,0.37,0.02,0.62,0
"409",0.53,37,0.97,0.52,0.44,0.62,0.79,0.01,0.48,0
"410",0.25,6,0.24,0.51,0.51,0.49,0.4,0.06,0.16,0.04
"411",1,12,0.83,0.2,0.47,0.58,0.91,0.17,0.78,0.06
"412",0.2,36,0.22,0.51,0.57,0.63,0.53,0.07,0.36,0
"413",0.21,37,0.3,0.38,0.47,0.73,0.28,0,0.27,0
"414",1,24,1,0.35,0.74,0.48,1,0.67,0.58,0.89
"415",0.1,34,0.14,0.68,0.57,0.59,0.2,0,0.1,0
"416",0.14,12,0.02,0.21,0.08,0.55,0.14,0,0.17,0
"417",0.01,18,0,0.52,0.25,0.71,0.08,0,0.19,0
"418",0.13,34,0.03,0.49,0.57,0.41,0.24,0,0.22,0
"419",0.22,25,0.01,0.56,0.23,0.42,0.05,0,0.11,0
"420",0.1,48,0.08,0.28,0.19,0.28,0.16,0,0.39,0
"421",1,1,0.86,0.22,0.36,0.49,0.55,0.01,0.65,0.02
"422",0.69,25,0.06,0.47,0.6,0.27,0.23,0,0.24,0
"423",0.06,34,0,0.48,0.42,0.36,0.09,0,0.08,0
"424",0.66,21,0.15,0.39,0.48,0.51,0.51,0.03,0.52,0
"425",0.03,42,0.02,0.55,0.23,0.65,0.12,0,0.05,0
"426",0.16,48,0.09,0.56,0.29,0.58,0.21,0,0.33,0
"427",0,42,0.01,0.71,0.24,0.38,0.05,0,0.05,0
"428",0.76,45,0.67,0.34,0.5,0.74,0.64,0.01,0.52,0.01
"429",0.71,48,0.02,0.39,0.28,0.61,0.07,0.01,0.39,0.03
"430",0.42,6,0.15,0.48,0.33,0.46,0.28,0.03,0.26,1
"431",0.03,44,0.01,0.5,0.36,0.6,0.09,0.01,0.16,0
"432",0.53,6,0.3,0.42,0.56,0.36,0.45,0.75,0.45,0.61
"433",0.06,55,0.13,0.7,0.38,0.74,0.04,0,0.11,0
"434",0.18,28,0.88,0.28,0.45,0.57,0.74,0.02,0.74,0.06
"435",0.04,23,0,0.6,0.37,0.81,0.17,0,0.09,0
"436",0.1,34,0.03,0.65,0.45,0.32,0.1,0,0.09,0
"437",0.06,36,0.15,0.37,0.55,0.47,0.22,0,0.31,0
"438",0.04,9,0.05,0.69,0.45,0.83,0.12,0,0.06,0
"439",0.16,6,0.09,0.62,0.5,0.72,0.2,0.13,0.14,0.28
"440",0.24,8,0.02,0.3,0.42,0.46,0.13,0.03,0.57,0.07
"441",0.2,12,0.04,0.61,0.33,0.58,0.16,0,0.1,0
"442",0.35,47,0.4,0.45,0.31,0.66,0.55,0,0.37,0
"443",0.04,5,0,0.36,0.17,0.64,0.05,0,0.5,0
"444",0.05,39,0.01,0.62,0.29,0.76,0.05,0,0.09,0
"445",0.72,48,0.57,0.4,0.53,0.57,0.58,0.06,0.64,0.08
"446",0.06,47,0.13,0.42,0.23,0.49,0.13,0,0.37,0
"447",0.62,1,0.48,0.38,0.36,0.5,0.2,0,0.44,0
"448",1,34,1,0.54,0.75,0.69,1,0,0.32,0.06
"449",0.03,34,0.04,0.56,0.35,0.06,0.11,0,0.04,0
"450",0.05,39,0.02,0.59,0.3,0.58,0.1,0,0.08,0
"451",0.63,47,1,0.38,0.42,0.7,0.78,0,0.71,0
"452",0.05,55,0,0.4,0.36,0.68,0.11,0,0.27,0
"453",0.2,37,0.35,0.44,0.28,0.67,0.28,0,0.3,0
"454",0.07,18,0.18,0.37,0.37,0.51,0.28,0.01,0.54,0
"455",0.64,48,0.45,0.27,0.62,0.54,0.38,0.03,0.76,0.01
"456",0.1,49,0,0.47,0.25,0.29,0.05,0,0.34,0
"457",0.11,29,0.06,0.54,0.21,0.77,0.1,0,0.11,0
"458",1,12,0.45,0.46,0.53,0.29,1,0.02,0.8,0.01
"459",0.07,51,0.16,0.48,0.33,0.63,0.15,0,0.23,0
"460",0.02,33,0.01,0.83,0.29,0.67,0.1,0,0.04,0
"461",0.55,13,0.89,0.27,0.44,0.43,0.84,0,0.63,0
"462",0.04,39,0.02,0.66,0.28,0.56,0.03,0,0.08,0
"463",1,6,0.02,0.32,0.66,0.08,0.5,0,0.46,0
"464",0.37,25,0.04,0.55,0.42,0.55,0.17,0,0.14,0.01
"465",0.33,53,0.04,0.35,0.44,0.44,0.24,0.15,0.46,0.13
"466",0.09,8,0.03,0.11,0.23,0.64,0.06,0,0.5,0
"467",0.28,34,0.36,0.58,0.75,0.65,0.11,0,0.07,0
"468",0.12,6,0.02,0.46,0.36,0.39,0.08,0,0.13,0
"469",0.15,39,0.29,0.39,0.39,0.58,0.19,0,0.14,0
"470",0.03,34,0.02,0.53,0.42,0.5,0.14,0,0.1,0
"471",0.22,53,0.03,0.48,0.45,0.3,0.3,0.13,0.31,0.02
"472",0.05,49,0,0.74,0.31,0.44,0.03,0,0.1,0
"473",0.78,13,0.58,0.33,0.44,0.65,0.51,0.01,0.49,0
"474",0.46,37,0.33,0.61,0.46,0.74,0.39,0.02,0.29,0
"475",0.34,13,0.9,0.28,0.39,0.62,0.74,0,0.67,0
"476",0.22,53,0.01,0.24,0.38,0.08,0.29,0.01,0.48,0
"477",0.14,55,0.31,0.47,0.43,0.6,0.58,0.01,0.46,0
"478",0.37,6,0.01,0.36,0.58,0.22,0.23,0,0.43,0
"479",0.06,55,0,0.57,0.37,0.78,0.1,0,0.2,0
"480",0.24,47,0.33,0.42,0.32,0.68,0.41,0,0.52,0
"481",0.4,12,0.01,0.31,0.17,0.53,0.03,0,0.26,0
"482",0.22,6,0.03,0.69,0.25,0.4,0.09,0,0.12,0
"483",0.69,21,0.41,0.21,0.29,0.34,0.39,0.01,0.63,0
"484",0.11,48,0.09,0.88,0.39,0.64,0.15,0,0.13,0
"485",0.02,36,0.06,0.61,0.36,0.47,0.06,0.01,0.08,0
"486",0.25,48,0.24,0.62,0.73,0.64,0.36,0.28,0.47,0.14
"487",0.1,53,0.03,0.56,0.28,0.43,0.13,0,0.19,0.01
"488",0.05,39,0.08,0.47,0.51,0.41,0.16,0,0.4,0
"489",0.16,47,0.18,0.31,0.34,0.41,0.25,0.01,0.53,0
"490",0.04,34,0.01,0.52,0.33,0.53,0.1,0,0.15,0
"491",0.01,34,0.02,0.7,0.38,0.5,0.05,0,0.02,0
"492",0.29,28,1,0.22,0.52,0.62,1,0,0.89,0
"493",0.1,25,0.02,0.73,0.33,0.48,0.04,0,0.02,0
"494",0.05,34,0.02,0.6,0.42,0.37,0.04,0,0.04,0
"495",0.36,53,0.11,0.36,0.49,0.31,0.6,0.04,0.88,0.03
"496",0.22,35,0.04,0,0.3,0.11,0.36,0,0.91,0
"497",0.17,9,0.3,0.69,0.52,0.56,0.38,0.07,0.12,0.02
"498",0.15,39,0.21,0.38,0.28,0.35,0.3,0.01,0.4,0
"499",0.14,25,0,0.61,0.37,0.73,0.12,0,0.09,0
"500",1,6,0.31,0.34,0.54,0.18,0.64,0.48,0.6,0.31
"501",0.1,25,0.02,0.69,0.59,0.56,0.12,0,0.12,0
"502",0.24,5,0.15,0.53,0.44,0.61,0.13,0,0.43,0
"503",0.12,34,0.03,0.53,0.44,0.42,0.04,0,0.12,0
"504",0.04,55,0.01,0.65,0.96,0.89,0.2,0,0.38,0
"505",0.21,40,0.32,0.54,0.31,0.65,0.27,0.02,0.29,0
"506",0.7,47,0.31,0.36,0.59,0.44,0.39,0.21,0.55,0.3
"507",0.13,39,0.27,0.3,0.41,0.23,0.37,0.01,0.52,0.01
"508",0.13,41,0.02,0.75,0.4,0.56,0.13,0,0.16,0
"509",0.24,48,0.3,0.41,0.34,0.09,0.28,0,0.64,0
"510",0.04,23,0.01,0.51,0.45,0.62,0.08,0,0.33,0
"511",0.14,40,0.03,0.73,0.24,0.65,0.06,0,0.2,0
"512",0.22,55,0.12,0.46,0.46,0.57,0.33,0.04,0.33,0
"513",0.17,39,0.15,0.24,0.3,0.39,0.21,0,0.52,0
"514",0.22,6,0.03,0.51,0.42,0.57,0.17,0.13,0.21,0.08
"515",0.21,40,0.06,0.4,0.17,0.47,0.12,0,0.28,0
"516",0.03,42,0.08,0.73,0.41,0.26,0.03,0,0.02,0
"517",0.2,34,0.07,0.56,0.51,0.4,0.2,0,0.12,0
"518",0.09,5,0.09,0.43,0.47,0.54,0.11,0,0.38,0
"519",0.11,8,0.02,0.46,0.34,0.78,0.16,0.02,0.34,0
"520",0,19,0,0.6,0.23,0.84,0.07,0,0.25,0
"521",0.13,12,0.1,0.48,0.25,0.71,0.15,0,0.12,0
"522",0.17,25,0.04,0.59,0.4,0.64,0.19,0.01,0.18,0
"523",0.46,39,0.44,0.58,0.66,0.52,0.59,0.34,0.45,0.01
"524",0.24,5,0.59,0.46,0.29,0.73,0.32,0,0.5,0
"525",0.08,36,0.13,0.27,0.56,0.63,0.34,0,0.36,0
"526",0.66,35,0.06,0.55,0.47,0.57,0.3,0.15,0.36,0.26
"527",0.25,13,1,0.27,0.61,0.43,1,0,0.84,0
"528",0.07,36,0.01,0.31,0.4,0.29,0.16,0,0.43,0
"529",0.56,6,0.01,0.41,0.58,0.32,0.45,0.01,0.3,0
"530",0,44,0.01,0.55,0.36,0.82,0.11,0,0.18,0
"531",0.04,34,0.13,0.6,0.43,0.39,0.13,0,0.05,0
"532",0.15,8,0.01,0.57,0.24,0.67,0.09,0.02,0.2,0
"533",0.41,39,0.38,0.36,0.52,0.46,0.49,0.15,0.5,0.03
"534",0.2,6,0.03,0.68,0.4,0.53,0.14,0,0.11,0
"535",0.06,42,0,0.21,0.44,0.35,0.12,0,0.31,0
"536",0.2,45,0.18,0.64,0.42,0.46,0.09,0,0.19,0
"537",0.05,55,0,0.64,0.36,0.7,0.12,0,0.1,0
"538",0.18,34,0.41,0.62,0.45,0.69,0.52,0.03,0.12,0
"539",0.07,34,0.01,0.49,0.44,0.4,0.08,0,0.09,0
"540",0.91,37,0.85,0.38,0.42,0.47,0.67,0,0.62,0
"541",0.15,42,0.13,0.66,0.45,0.44,0.2,0,0.13,0
"542",0.13,6,0.04,0.71,0.45,0.61,0.14,0,0.1,0
"543",0.03,42,0.06,0.51,0.3,0.7,0.14,0,0.15,0
"544",0.05,25,0.02,0.6,0.5,0.65,0.06,0,0.05,0
"545",0.36,34,0.1,0.47,0.6,0.29,0.65,0.11,0.48,0.06
"546",0.86,6,0.04,0.42,0.51,0.33,0.44,0,0.27,0
"547",0.11,34,0.08,0.5,0.48,0.29,0.1,0,0.17,0
"548",0.18,18,0.1,0.49,0.32,0.39,0.1,0,0.08,0
"549",0.06,19,0.03,0.75,0.34,0.66,0.03,0,0.07,0
"550",0.28,36,0.01,0.39,0.5,0.54,0.34,0,0.34,0
"551",0.01,19,0.02,0.85,0.28,0.78,0.04,0,0.06,0
"552",0.05,41,0.01,0.42,0.46,0.52,0.07,0,0.41,0
"553",0.52,6,0.51,0.57,0.53,0.6,0.31,0,0.17,0
"554",0.21,9,0.35,0.63,0.54,0.51,0.52,0.08,0.15,0.04
"555",0.04,34,0.13,0.76,0.39,0.48,0.15,0.01,0.06,0
"556",0.55,37,1,0.28,0.56,0.75,0.65,0.01,0.67,0
"557",0.01,23,0,0.51,0.31,0.62,0.19,0.01,0.27,0
"558",0.36,20,0.22,0.59,0.39,0.58,0.3,0.12,0.32,0
"559",0.36,6,0.06,0.71,0.61,0.32,0.11,0,0.16,0.02
"560",0.07,6,0.03,0.75,0.48,0.65,0.1,0,0.11,0
"561",0.85,34,1,0.42,0.78,0.59,1,0.02,0.62,0
"562",0.08,18,0.01,0.63,0.21,0.71,0.05,0,0.11,0
"563",0.12,34,0.11,0.53,0.43,0.45,0.09,0.01,0.1,0
"564",0.25,1,0.33,0.33,0.37,0.47,0.31,0.02,0.49,0
"565",1,6,0.27,0.5,0.73,0.31,0.76,1,0.5,1
"566",0.04,38,0.02,0.52,0.44,0.65,0.15,0.02,0.37,0
"567",0.36,47,0.14,0.44,0.34,0.55,0.25,0,0.46,0
"568",0.41,6,0.07,0.59,0.38,0.52,0.15,0,0.12,0
"569",0.33,48,0.09,0.45,0.39,0.38,0.22,0.06,0.53,0.03
"570",0.33,48,0.19,0.35,0.23,0.64,0.1,0.01,0.4,0
"571",0.19,6,0.11,0.76,0.41,0.55,0.09,0,0.08,0
"572",0.14,12,0.02,0.58,0.32,0.74,0.05,0,0.11,0
"573",0.07,44,0.05,0.42,0.46,0.47,0.17,0.05,0.16,0
"574",0.15,36,0.13,0.21,1,0.46,0.28,0.01,1,0
"575",0.08,42,0.03,0.52,0.35,0.7,0.13,0,0.12,0
"576",0.1,39,0.32,0.47,0.58,0.71,0.18,0,0.06,0
"577",0.04,42,0.11,0.34,0.49,0.63,0.08,0,0.08,0
"578",0.04,25,0,0.65,0.43,0.61,0.04,0,0.04,0
"579",0.08,18,0.04,0.6,0.41,0.69,0.12,0.05,0.22,0.04
"580",0.14,9,0.16,0.51,0.44,0.65,0.42,0,0.19,0
"581",0.04,34,0.03,0.42,0.26,0.52,0.15,0,0.13,0
"582",0.16,34,0.04,0.45,0.45,0.43,0.01,0,0.06,0
"583",0.27,29,0.12,0.33,0.28,0.55,0.2,0,0.51,0
"584",0.13,36,0.03,0.35,0.38,0.57,0.31,0,0.45,0
"585",0.09,34,0.06,0.56,0.35,0.43,0.05,0,0.05,0
"586",0.09,9,0.02,0.61,0.38,0.6,0.12,0,0.11,0
"587",0.56,13,1,0.35,0.56,0.49,0.86,0.02,0.73,0
"588",0.52,48,0,0.07,0.49,0,0.29,0,1,0
"589",0.12,42,0.06,0.52,0.49,0.46,0.15,0,0.17,0.04
"590",0.12,56,0.02,0.44,0.89,0.6,0.25,0.01,0.56,0
"591",0.41,40,0.47,0.15,0.44,0.4,0.4,0.04,0.89,0
"592",0.87,42,0.99,0.42,0.78,0.52,1,0.11,0.72,0.01
"593",0.01,47,0.04,0.68,0.24,0.23,0.03,0,0.01,0
"594",0.06,34,0.03,0.7,0.4,0.55,0.09,0,0.06,0
"595",0.03,9,0.04,0.61,0.36,0.66,0.02,0,0.05,0
"596",0.11,39,0.19,0.28,0.39,0.4,0.32,0.01,0.38,0
"597",0.15,36,0.37,0.56,0.58,0.55,0.54,0.32,0.19,0.01
"598",0.24,25,0.04,0.54,0.47,0.62,0.31,0.03,0.22,0
"599",0.21,18,0.27,0.6,0.39,0.7,0.5,0.03,0.32,0.02
"600",0.03,1,0.66,0.28,0.8,0.51,0.68,0,0.81,0
"601",0.87,36,0.56,0.38,0.68,0.19,0.85,1,0.51,1
"602",0.39,6,0.2,0.59,0.53,0.39,0.56,0,0.32,0
"603",0.23,36,0.04,0.34,0.39,0.53,0.25,0,0.36,0
"604",0.1,6,0.06,0.64,0.6,0.53,0.07,0.01,0.11,0.03
"605",0.59,12,0.56,0.47,0.44,0.64,0.62,0.03,0.43,0.04
"606",0.24,21,0.02,0.77,0.31,0.7,0.09,0,0.13,0
"607",0.13,54,0.44,0.18,0.3,0.29,0.24,0.01,0.53,0
"608",0.11,18,0.01,0.46,0.31,0.39,0.14,0,0.2,0
"609",0.59,36,0.17,0.28,0.53,0.28,0.43,0.05,0.44,0
"610",0.01,42,0.03,0.69,0.27,0.39,0.03,0,0.03,0
"611",0.41,6,0.1,0.62,0.41,0.4,0.19,0.01,0.19,0.07
"612",0.13,42,0.13,0.3,0.59,0.4,0.45,0.04,0.56,0
"613",0.24,29,0.03,0.54,0.26,0.71,0.12,0,0.24,0
"614",0.1,25,0.05,0.53,0.62,0.43,0.24,0.05,0.3,0.01
"615",0.4,6,0.01,0.21,0.33,0.11,0.27,0.02,0.54,0.01
"616",0.82,36,0.02,0.5,0.5,0.73,0.15,0,0.28,0
"617",0.09,39,0.03,0.45,0.3,0.38,0.13,0,0.13,0
"618",0.18,46,0.02,0.59,0.42,0.69,0.21,0.09,0.35,0.01
"619",0.16,45,0.76,0.4,0.49,0.69,0.75,0,0.55,0
"620",0.13,6,0.04,0.53,0.3,0.11,0.06,0,0.07,0
"621",0.33,13,0.57,0.37,0.85,0.6,0.65,0,0.56,0.5
"622",0.06,55,0.01,0.46,0.66,0.61,0.17,0.01,0.5,0.01
"623",0.1,33,0.02,0.72,0.35,0.66,0.1,0,0.12,0
"624",0.04,25,0.02,0.59,0.48,0.59,0.12,0.03,0.16,0
"625",0.23,6,0.13,0.36,0.47,0.17,0.36,0.04,0.67,0
"626",0.08,56,0.06,0.56,0.31,0.65,0.15,0.03,0.26,0
"627",0.1,34,0,0.34,0.28,0.48,0.1,0,0.19,0
"628",0.01,23,0.04,0.58,0.48,0.57,0.09,0.01,0.19,0
"629",0.1,48,0.08,0.14,0.25,0.72,0.23,0,0.39,0
"630",0.17,55,0.1,0.4,0.31,0.62,0.05,0,0.1,0
"631",0.89,18,1,0.19,0.63,0.36,1,0.05,0.79,0.05
"632",0.85,34,0.96,0.37,0.77,0.61,1,0.21,0.47,0.02
"633",0.14,51,0.18,0.42,0.31,0.56,0.2,0,0.29,0
"634",0.32,28,1,0.23,0.49,0.52,0.62,0,0.6,0
"635",0.03,21,0.17,0.21,0.27,0.37,0.26,0,0.66,0
"636",0.09,41,0.01,0.68,0.32,0.67,0.07,0.01,0.11,0
"637",0.2,48,0,0.11,0.41,0.31,0.15,0,0.95,0
"638",0.54,25,0.25,0.48,0.59,0.47,0.55,0.15,0.35,0.02
"639",0.15,12,0.06,0.42,0.36,0.35,0.08,0,0.13,0
"640",0.18,46,0.01,0.7,0.4,0.91,0.14,0.06,0.22,0.04
"641",0.24,6,0,0.3,0.43,0.25,0.32,0,0.6,0
"642",0.94,9,0.76,0.33,0.95,0.19,1,0.41,0.73,0.06
"643",0.65,1,0.13,0.44,0.25,0.38,0.07,0,0.18,0
"644",0.06,49,0,0.56,0.33,0.29,0.03,0,0.12,0
"645",0.05,25,0.06,0.71,0.28,0.54,0.02,0,0.09,0
"646",0.26,12,0.03,0.69,0.31,0.59,0.1,0,0.19,0
"647",0.12,48,0,0.08,0.48,0.2,0.28,0,1,0
"648",0.03,34,0.01,0.58,0.34,0.47,0.02,0,0.05,0
"649",0.41,6,0.04,0.58,0.55,0.39,0.35,0.02,0.35,0
"650",0.01,1,0.12,0.51,0.23,0.65,0.1,0,0.27,0
"651",0.15,51,0.12,0.13,1,0.6,0.1,0,0.86,0
"652",0.15,6,0.02,0.74,0.45,0.55,0.1,0,0.08,0
"653",0.04,9,0.04,0.85,0.31,0.77,0.04,0,0.02,0
"654",0.03,42,0.01,0.62,0.24,0.59,0.06,0,0.07,0
"655",0.06,50,0.01,0.45,0.44,0.49,0.16,0.02,0.31,0
"656",0.09,25,0.03,0.58,0.57,0.63,0.1,0,0.09,0
"657",0.28,47,0.18,0.28,0.3,0.49,0.13,0,0.62,0
"658",0.07,6,0.01,0.52,0.29,0.25,0.01,0,0.02,0
"659",0.16,6,0.02,0.46,0.39,0.28,0.07,0,0.13,0
"660",0.41,18,0,0.55,0.34,0.81,0.1,0,0.22,0
"661",0.22,48,0,0.19,0.47,0.26,0.23,0,0.99,0
"662",0.03,29,0.03,0.74,0.28,0.57,0.03,0,0.05,0
"663",0.35,37,0.54,0.66,0.71,0.64,0.49,0.13,0.3,0
"664",0.63,48,0.43,0.5,0.45,0.49,0.4,0.52,0.46,0.8
"665",0.09,41,0,0.26,0.29,0.64,0.23,0.05,0.47,0
"666",0.25,6,0.03,0.86,0.71,0.53,0.28,0,0.13,0.07
"667",0.22,1,0.26,0.41,0.21,0.65,0.21,0,0.17,0
"668",1,13,1,0.4,0.84,0.4,1,1,0.73,0.14
"669",0.36,6,0.02,0.34,0.68,0,1,0.11,0.7,0
"670",0.81,25,0.5,0.48,1,0.37,0.91,1,0.49,0.5
"671",0.27,6,0.05,0.37,0.38,0.36,0.19,0.01,0.49,0.09
"672",0.07,34,0.03,0.58,0.34,0.43,0.09,0,0.07,0
"673",0.04,49,0.01,0.79,0.31,0.57,0.08,0,0.17,0
"674",0.61,44,0.08,0.38,0.62,0.41,0.65,0,0.59,0
"675",0.24,51,0.47,0.44,0.42,0.55,0.53,0.17,0.42,0.03
"676",0.95,39,0.74,0.05,0.54,0.12,0.68,0.07,0.77,0
"677",0.81,47,0.66,0.38,0.44,0.47,0.59,0.09,0.48,0
"678",0.12,27,0.03,0.75,0.66,0.82,0.3,0,0.17,0
"679",1,12,0.61,0.32,0.49,0.35,0.69,0.01,0.55,0
"680",0.05,55,0,0.77,0.29,0.65,0.05,0,0.03,0
"681",0.38,39,1,0.57,0.47,0.9,0.67,0,0.26,0
"682",0.37,6,0.06,0.5,0.46,0.36,0.27,0.01,0.33,0.17
"683",0.53,42,0.78,0.3,0.71,0.35,0.94,1,0.54,1
"684",0.23,12,0.27,0.57,0.26,0.71,0.11,0,0.14,0
"685",0.26,53,0.14,0.47,0.61,0.2,0.23,0.02,0.48,0.01
"686",0.04,34,0.09,0.61,0.46,0.41,0.06,0.01,0.03,0
"687",0.18,4,0.01,0.15,0.36,0.51,0.09,0.01,0.34,0
"688",0.62,6,0.02,0.43,0.77,0.13,0.86,0.05,0.64,0
"689",0.5,53,0.05,0.32,0.41,0.46,0.3,0.08,0.53,0.02
"690",0.14,6,0.02,0.74,0.44,0.49,0.04,0,0.07,0
"691",0.06,39,0.01,0.72,0.25,0.7,0.05,0,0.06,0
"692",0.54,51,0.92,0.41,0.45,0.49,0.64,0,0.47,0.04
"693",0.61,6,0.16,0.48,0.77,0.12,0.45,0,0.56,0.02
"694",0.35,13,1,0.16,0.62,0.32,0.99,0.05,0.89,0.05
"695",0.38,47,0.37,0.47,0.3,0.6,0.29,0,0.43,0
"696",0.72,48,0.57,0.58,0.59,0.49,0.59,0.7,0.47,0.67
"697",0.04,34,0.03,0.75,0.39,0.66,0.1,0.02,0.03,0
"698",0.09,39,0.08,0.36,0.28,0.46,0.24,0,0.44,0
"699",0.51,48,0.02,0.52,0.35,0.26,0.15,0,0.37,0.01
"700",0.54,6,0.01,0.38,0.76,0,0.74,0,0.69,0
"701",0.45,6,0.17,0.5,0.5,0.27,0.49,0.06,0.41,0.02
"702",0.1,41,0.01,0.46,0.32,0.46,0.23,0,0.38,0
"703",0.07,41,0.02,0.42,0.32,0.51,0.25,0,0.52,0
"704",0.01,23,0.01,0.63,0.48,0.79,0.06,0,0.09,0
"705",0.16,6,0.01,0.62,0.57,0.19,0.07,0.03,0.14,0
"706",0.29,51,0.24,0.7,0.41,0.72,0.3,0,0.16,0
"707",0.42,39,0.24,0.24,0.46,0.36,0.31,0.02,0.51,0
"708",0.18,40,0.15,0.15,0.32,0.5,0.17,0.01,0.53,0
"709",0.36,12,0.26,0.31,0.48,0.38,0.35,0.01,0.25,0.01
"710",0.1,42,0.1,0.61,0.46,0.63,0.13,0,0.07,0
"711",0.03,21,0.01,0.52,0.3,0.63,0.04,0,0.1,0
"712",0.62,39,0.34,0.31,0.44,0.44,0.41,0,0.55,0.02
"713",0.08,27,0.02,0.85,0.28,0.79,0.08,0,0.05,0
"714",0.12,48,0.1,0.49,0.44,0.73,0.13,0,0.47,0
"715",0.23,21,0.09,0.15,0.4,0.35,0.16,0,0.59,0
"716",0.18,9,0.81,0.56,0.43,0.91,0.35,0,0.1,0
"717",0.28,6,0.08,0.61,0.46,0.52,0.18,0.03,0.19,0
"718",0.09,29,0.05,0.76,0.25,0.72,0.05,0,0.11,0
"719",0.2,48,0.09,0.36,0.15,0.32,0.04,0,0.37,0
"720",0.09,34,0.1,0.65,0.4,0.47,0.09,0.01,0.07,0
"721",0.16,33,0.09,0.68,0.53,0.7,0.14,0.04,0.16,0
"722",0.06,41,0.01,0.66,0.28,0.43,0.06,0,0.08,0
"723",0.23,6,0.03,0.57,0.41,0.72,0.12,0,0.15,0
"724",0.82,6,0.16,0.62,0.7,0.32,0.54,0.02,0.34,0
"725",0.15,42,0.11,0.47,0.62,0.8,0.21,0.04,0.25,0
"726",0.02,42,0.06,0.38,0.8,0.32,0.04,0,0.13,0
"727",0.9,6,1,0.26,0.73,0.13,1,0.02,0.73,0.19
"728",0.34,13,1,0.34,0.52,0.54,0.85,0.08,0.65,0.11
"729",0.01,39,0.05,0.48,0.28,0.63,0.19,0,0.26,0
"730",0.21,6,0.07,0.52,0.47,0.47,0.29,0,0.2,0.01
"731",0.06,48,0.07,0.3,0.19,0.28,0.03,0,0.22,0
"732",0.59,12,0.4,0.51,0.48,0.76,0.23,0,0.29,0
"733",0.66,22,0.66,0.16,0.54,0.35,0.68,0,0.8,0
"734",0.2,39,0.02,0.45,0.42,0.52,0.24,0.04,0.34,0
